訂單編號,路線代碼,司機代碼,預計到達,實際到達,客戶時窗起,客戶時窗迄,貨損旗標,客戶緯度,客戶經度
DLV-20250924-04597,R-03,D-03,2025-09-24 11:54:00,2025-09-24 12:07:13,2025-09-24 11:34:00,2025-09-24 12:14:00,0,24.08501,120.60086
DLV-20250924-04598,R-03,D-07,2025-09-24 14:56:00,2025-09-24 16:04:36,2025-09-24 14:40:00,2025-09-24 15:12:00,0,24.10559,120.59318
DLV-20250924-04599,R-03,D-07,2025-09-24 13:02:00,2025-09-24 13:43:45,2025-09-24 12:39:00,2025-09-24 13:25:00,0,24.0674,120.59716
DLV-20250924-04600,R-03,D-03,2025-09-24 13:09:00,2025-09-24 13:34:36,2025-09-24 12:39:00,2025-09-24 13:39:00,0,24.05771,120.59558
DLV-20250924-04601,R-03,D-07,2025-09-24 10:45:00,2025-09-24 11:34:53,2025-09-24 10:23:00,2025-09-24 11:07:00,0,24.0892,120.57338
DLV-20250924-04602,R-03,D-07,2025-09-24 11:46:00,2025-09-24 12:10:57,2025-09-24 11:23:00,2025-09-24 12:09:00,0,24.06833,120.54179
DLV-20250924-04603,R-03,D-03,2025-09-24 12:16:00,2025-09-24 12:45:38,2025-09-24 11:46:00,2025-09-24 12:46:00,0,24.05511,120.55151
DLV-20250924-04604,R-03,D-03,2025-09-24 19:24:00,2025-09-24 20:08:19,2025-09-24 19:03:00,2025-09-24 19:45:00,0,24.04329,120.54819
DLV-20250924-04605,R-03,D-03,2025-09-24 16:05:00,2025-09-24 16:39:16,2025-09-24 15:49:00,2025-09-24 16:21:00,0,24.05619,120.60626
DLV-20250924-04606,R-03,D-03,2025-09-24 09:32:00,2025-09-24 09:46:30,2025-09-24 09:15:00,2025-09-24 09:49:00,0,24.06411,120.57357
DLV-20250924-04607,R-03,D-07,2025-09-24 09:42:00,2025-09-24 10:15:17,2025-09-24 09:21:00,2025-09-24 10:03:00,0,24.0777,120.58427
DLV-20250924-04608,R-03,D-03,2025-09-24 11:43:00,2025-09-24 12:13:29,2025-09-24 11:21:00,2025-09-24 12:05:00,0,24.07884,120.61812
DLV-20250924-04609,R-03,D-07,2025-09-24 16:29:00,2025-09-24 16:59:59,2025-09-24 16:00:00,2025-09-24 16:58:00,0,24.06857,120.5639
DLV-20250924-04610,R-03,D-03,2025-09-24 12:16:00,2025-09-24 12:51:35,2025-09-24 11:51:00,2025-09-24 12:41:00,0,24.09566,120.55616
DLV-20250924-04611,R-03,D-03,2025-09-24 10:57:00,2025-09-24 11:32:35,2025-09-24 10:36:00,2025-09-24 11:18:00,0,24.06972,120.5588
DLV-20250924-04612,R-03,D-03,2025-09-24 17:39:00,2025-09-24 18:11:44,2025-09-24 17:17:00,2025-09-24 18:01:00,0,24.1157,120.54658
DLV-20250924-04613,R-03,D-07,2025-09-24 19:47:00,2025-09-24 20:38:17,2025-09-24 19:32:00,2025-09-24 20:02:00,0,24.05146,120.56003
DLV-20250924-04614,R-04,D-02,2025-09-24 15:00:00,2025-09-24 14:51:22,2025-09-24 14:33:00,2025-09-24 15:27:00,0,24.16738,120.68559
DLV-20250924-04615,R-04,D-02,2025-09-24 13:19:00,2025-09-24 13:24:25,2025-09-24 12:59:00,2025-09-24 13:39:00,0,24.1849,120.73829
DLV-20250924-04616,R-04,D-04,2025-09-24 17:15:00,2025-09-24 17:02:27,2025-09-24 16:52:00,2025-09-24 17:38:00,0,24.14625,120.7303
DLV-20250924-04617,R-04,D-11,2025-09-24 16:15:00,2025-09-24 16:29:57,2025-09-24 15:59:00,2025-09-24 16:31:00,0,24.13618,120.69824
DLV-20250924-04618,R-04,D-02,2025-09-24 14:10:00,2025-09-24 14:15:19,2025-09-24 13:54:00,2025-09-24 14:26:00,0,24.16924,120.722
DLV-20250924-04619,R-04,D-04,2025-09-24 17:39:00,2025-09-24 17:42:37,2025-09-24 17:21:00,2025-09-24 17:57:00,0,24.1537,120.70296
DLV-20250924-04620,R-04,D-11,2025-09-24 17:38:00,2025-09-24 17:50:51,2025-09-24 17:21:00,2025-09-24 17:55:00,0,24.18123,120.71747
DLV-20250924-04621,R-04,D-04,2025-09-24 18:22:00,2025-09-24 18:39:48,2025-09-24 17:57:00,2025-09-24 18:47:00,0,24.11538,120.71655
DLV-20250924-04622,R-04,D-11,2025-09-24 13:20:00,2025-09-24 13:26:11,2025-09-24 12:56:00,2025-09-24 13:44:00,0,24.1446,120.7214
DLV-20250924-04623,R-04,D-02,2025-09-24 12:52:00,2025-09-24 12:41:42,2025-09-24 12:37:00,2025-09-24 13:07:00,0,24.1158,120.68963
DLV-20250924-04624,R-04,D-04,2025-09-24 11:56:00,2025-09-24 12:10:12,2025-09-24 11:29:00,2025-09-24 12:23:00,0,24.13924,120.68045
DLV-20250924-04625,R-04,D-02,2025-09-24 10:32:00,2025-09-24 10:18:27,2025-09-24 10:02:00,2025-09-24 11:02:00,0,24.15793,120.68773
DLV-20250924-04626,R-04,D-02,2025-09-24 10:57:00,2025-09-24 10:52:21,2025-09-24 10:41:00,2025-09-24 11:13:00,0,24.15929,120.72027
DLV-20250924-04627,R-04,D-04,2025-09-24 16:09:00,2025-09-24 15:58:18,2025-09-24 15:44:00,2025-09-24 16:34:00,0,24.16943,120.73261
DLV-20250924-04628,R-04,D-11,2025-09-24 09:03:00,2025-09-24 09:06:02,2025-09-24 08:46:00,2025-09-24 09:20:00,0,24.18202,120.6626
DLV-20250924-04629,R-04,D-11,2025-09-24 16:15:00,2025-09-24 16:05:07,2025-09-24 15:52:00,2025-09-24 16:38:00,0,24.14387,120.71383
DLV-20250924-04630,R-04,D-02,2025-09-24 15:06:00,2025-09-24 15:07:47,2025-09-24 14:36:00,2025-09-24 15:36:00,0,24.1202,120.71482
DLV-20250924-04631,R-04,D-02,2025-09-24 15:56:00,2025-09-24 16:05:56,2025-09-24 15:33:00,2025-09-24 16:19:00,0,24.13589,120.6742
DLV-20250924-04632,R-04,D-04,2025-09-24 13:41:00,2025-09-24 13:47:06,2025-09-24 13:20:00,2025-09-24 14:02:00,0,24.17082,120.72036
DLV-20250924-04633,R-04,D-04,2025-09-24 19:57:00,2025-09-24 20:06:33,2025-09-24 19:31:00,2025-09-24 20:23:00,0,24.14383,120.73076
DLV-20250924-04634,R-04,D-11,2025-09-24 17:04:00,2025-09-24 17:03:38,2025-09-24 16:38:00,2025-09-24 17:30:00,0,24.14745,120.71541
DLV-20250924-04635,R-04,D-04,2025-09-24 15:43:00,2025-09-24 15:22:25,2025-09-24 15:15:00,2025-09-24 16:11:00,0,24.15658,120.68412
DLV-20250924-04636,R-04,D-02,2025-09-24 18:15:00,2025-09-24 18:27:39,2025-09-24 17:48:00,2025-09-24 18:42:00,0,24.16114,120.68733
DLV-20250924-04637,R-04,D-04,2025-09-24 14:07:00,2025-09-24 14:16:30,2025-09-24 13:39:00,2025-09-24 14:35:00,0,24.18252,120.67753
DLV-20250924-04638,R-05,D-05,2025-09-24 12:11:00,2025-09-24 12:28:40,2025-09-24 11:54:00,2025-09-24 12:28:00,0,24.09486,120.67356
DLV-20250924-04639,R-05,D-04,2025-09-24 18:08:00,2025-09-24 18:37:40,2025-09-24 17:40:00,2025-09-24 18:36:00,0,24.10108,120.68413
DLV-20250924-04640,R-05,D-05,2025-09-24 17:53:00,2025-09-24 17:56:17,2025-09-24 17:26:00,2025-09-24 18:20:00,0,24.10928,120.66705
DLV-20250924-04641,R-05,D-07,2025-09-24 17:40:00,2025-09-24 17:35:16,2025-09-24 17:19:00,2025-09-24 18:01:00,0,24.09899,120.64296
DLV-20250924-04642,R-05,D-05,2025-09-24 11:31:00,2025-09-24 11:24:29,2025-09-24 11:10:00,2025-09-24 11:52:00,0,24.135,120.70414
DLV-20250924-04643,R-05,D-04,2025-09-24 14:52:00,2025-09-24 14:45:20,2025-09-24 14:35:00,2025-09-24 15:09:00,0,24.07565,120.62535
DLV-20250924-04644,R-05,D-04,2025-09-24 11:30:00,2025-09-24 11:26:51,2025-09-24 11:15:00,2025-09-24 11:45:00,0,24.09624,120.70284
DLV-20250924-04645,R-05,D-07,2025-09-24 10:36:00,2025-09-24 11:08:54,2025-09-24 10:14:00,2025-09-24 10:58:00,0,24.11957,120.62636
DLV-20250924-04646,R-05,D-07,2025-09-24 14:42:00,2025-09-24 14:22:27,2025-09-24 14:27:00,2025-09-24 14:57:00,0,24.07699,120.64041
DLV-20250924-04647,R-05,D-05,2025-09-24 12:22:00,2025-09-24 12:40:05,2025-09-24 11:54:00,2025-09-24 12:50:00,0,24.11629,120.65322
DLV-20250924-04648,R-05,D-05,2025-09-24 14:25:00,2025-09-24 14:17:47,2025-09-24 14:01:00,2025-09-24 14:49:00,0,24.06515,120.64884
DLV-20250924-04649,R-05,D-04,2025-09-24 09:13:00,2025-09-24 09:06:11,2025-09-24 08:53:00,2025-09-24 09:33:00,0,24.06648,120.68519
DLV-20250924-04650,R-05,D-05,2025-09-24 17:11:00,2025-09-24 17:08:25,2025-09-24 16:44:00,2025-09-24 17:38:00,0,24.1285,120.63519
DLV-20250924-04651,R-05,D-07,2025-09-24 12:50:00,2025-09-24 12:45:36,2025-09-24 12:32:00,2025-09-24 13:08:00,0,24.12024,120.6371
DLV-20250924-04652,R-05,D-04,2025-09-24 17:00:00,2025-09-24 17:10:23,2025-09-24 16:32:00,2025-09-24 17:28:00,0,24.11881,120.68259
DLV-20250924-04653,R-05,D-05,2025-09-24 17:42:00,2025-09-24 18:13:08,2025-09-24 17:25:00,2025-09-24 17:59:00,0,24.08099,120.67696
DLV-20250924-04654,R-05,D-07,2025-09-24 10:45:00,2025-09-24 11:01:22,2025-09-24 10:25:00,2025-09-24 11:05:00,0,24.07129,120.66375
DLV-20250924-04655,R-05,D-07,2025-09-24 09:51:00,2025-09-24 10:22:08,2025-09-24 09:23:00,2025-09-24 10:19:00,0,24.08328,120.67707
DLV-20250924-04656,R-05,D-07,2025-09-24 13:30:00,2025-09-24 13:35:02,2025-09-24 13:08:00,2025-09-24 13:52:00,0,24.14113,120.65111
DLV-20250924-04657,R-05,D-07,2025-09-24 13:21:00,2025-09-24 13:40:32,2025-09-24 12:51:00,2025-09-24 13:51:00,0,24.12237,120.67843
DLV-20250924-04658,R-05,D-07,2025-09-24 13:01:00,2025-09-24 13:16:07,2025-09-24 12:40:00,2025-09-24 13:22:00,0,24.12008,120.6783
DLV-20250924-04659,R-05,D-04,2025-09-24 19:12:00,2025-09-24 19:10:01,2025-09-24 18:47:00,2025-09-24 19:37:00,0,24.12014,120.70123
DLV-20250924-04660,R-05,D-05,2025-09-24 15:28:00,2025-09-24 15:35:33,2025-09-24 15:10:00,2025-09-24 15:46:00,0,24.09238,120.69006
DLV-20250924-04661,R-06,D-05,2025-09-24 14:25:00,2025-09-24 14:09:43,2025-09-24 13:56:00,2025-09-24 14:54:00,0,24.22006,120.74865
DLV-20250924-04662,R-06,D-06,2025-09-24 14:09:00,2025-09-24 14:08:52,2025-09-24 13:45:00,2025-09-24 14:33:00,0,24.25981,120.74364
DLV-20250924-04663,R-06,D-09,2025-09-24 10:32:00,2025-09-24 10:18:45,2025-09-24 10:10:00,2025-09-24 10:54:00,0,24.28196,120.75275
DLV-20250924-04664,R-06,D-09,2025-09-24 10:20:00,2025-09-24 10:36:56,2025-09-24 10:02:00,2025-09-24 10:38:00,0,24.24734,120.71973
DLV-20250924-04665,R-06,D-06,2025-09-24 18:05:00,2025-09-24 18:21:30,2025-09-24 17:37:00,2025-09-24 18:33:00,0,24.24524,120.74713
DLV-20250924-04666,R-06,D-05,2025-09-24 17:57:00,2025-09-24 18:27:17,2025-09-24 17:30:00,2025-09-24 18:24:00,0,24.2554,120.70622
DLV-20250924-04667,R-06,D-06,2025-09-24 18:42:00,2025-09-24 18:53:12,2025-09-24 18:23:00,2025-09-24 19:01:00,0,24.25495,120.70108
DLV-20250924-04668,R-06,D-06,2025-09-24 12:42:00,2025-09-24 12:18:51,2025-09-24 12:19:00,2025-09-24 13:05:00,0,24.23559,120.71842
DLV-20250924-04669,R-06,D-06,2025-09-24 15:04:00,2025-09-24 15:02:26,2025-09-24 14:36:00,2025-09-24 15:32:00,0,24.23719,120.74216
DLV-20250924-04670,R-06,D-05,2025-09-24 18:54:00,2025-09-24 18:57:19,2025-09-24 18:28:00,2025-09-24 19:20:00,0,24.26959,120.72125
DLV-20250924-04671,R-06,D-05,2025-09-24 12:36:00,2025-09-24 12:42:10,2025-09-24 12:10:00,2025-09-24 13:02:00,0,24.27054,120.74053
DLV-20250924-04672,R-06,D-06,2025-09-24 09:59:00,2025-09-24 10:14:29,2025-09-24 09:42:00,2025-09-24 10:16:00,0,24.24677,120.71321
DLV-20250924-04673,R-06,D-05,2025-09-24 17:49:00,2025-09-24 18:03:00,2025-09-24 17:24:00,2025-09-24 18:14:00,0,24.24278,120.73644
DLV-20250924-04674,R-06,D-06,2025-09-24 17:02:00,2025-09-24 17:14:53,2025-09-24 16:47:00,2025-09-24 17:17:00,0,24.21233,120.74863
DLV-20250924-04675,R-06,D-05,2025-09-24 19:45:00,2025-09-24 19:55:13,2025-09-24 19:27:00,2025-09-24 20:03:00,0,24.22264,120.74067
DLV-20250924-04676,R-06,D-09,2025-09-24 18:27:00,2025-09-24 18:58:13,2025-09-24 18:05:00,2025-09-24 18:49:00,0,24.28554,120.69595
DLV-20250924-04677,R-06,D-06,2025-09-24 12:18:00,2025-09-24 12:26:18,2025-09-24 11:55:00,2025-09-24 12:41:00,0,24.28895,120.71003
DLV-20250924-04678,R-06,D-06,2025-09-24 16:00:00,2025-09-24 15:54:38,2025-09-24 15:45:00,2025-09-24 16:15:00,0,24.26275,120.70608
DLV-20250924-04679,R-06,D-06,2025-09-24 12:37:00,2025-09-24 12:38:22,2025-09-24 12:09:00,2025-09-24 13:05:00,0,24.21272,120.70085
DLV-20250924-04680,R-06,D-06,2025-09-24 12:38:00,2025-09-24 12:38:27,2025-09-24 12:23:00,2025-09-24 12:53:00,0,24.26942,120.70734
DLV-20250924-04681,R-06,D-06,2025-09-24 17:41:00,2025-09-24 17:52:58,2025-09-24 17:11:00,2025-09-24 18:11:00,0,24.22929,120.73289
DLV-20250924-04682,R-07,D-10,2025-09-24 17:07:00,2025-09-24 17:13:38,2025-09-24 16:46:00,2025-09-24 17:28:00,0,24.05593,120.76718
DLV-20250924-04683,R-07,D-08,2025-09-24 15:53:00,2025-09-24 15:55:32,2025-09-24 15:25:00,2025-09-24 16:21:00,0,24.06677,120.75963
DLV-20250924-04684,R-07,D-08,2025-09-24 19:02:00,2025-09-24 18:54:20,2025-09-24 18:38:00,2025-09-24 19:26:00,1,24.05225,120.74351
DLV-20250924-04685,R-07,D-08,2025-09-24 14:38:00,2025-09-24 14:42:47,2025-09-24 14:23:00,2025-09-24 14:53:00,0,24.05063,120.76639
DLV-20250924-04686,R-07,D-08,2025-09-24 09:28:00,2025-09-24 09:08:02,2025-09-24 09:07:00,2025-09-24 09:49:00,0,24.12005,120.74061
DLV-20250924-04687,R-07,D-10,2025-09-24 12:40:00,2025-09-24 12:34:54,2025-09-24 12:18:00,2025-09-24 13:02:00,0,24.10526,120.73856
DLV-20250924-04688,R-07,D-08,2025-09-24 17:38:00,2025-09-24 17:51:05,2025-09-24 17:15:00,2025-09-24 18:01:00,0,24.05359,120.76249
DLV-20250924-04689,R-07,D-10,2025-09-24 16:04:00,2025-09-24 15:57:23,2025-09-24 15:43:00,2025-09-24 16:25:00,0,24.07301,120.73007
DLV-20250924-04690,R-07,D-10,2025-09-24 19:50:00,2025-09-24 19:55:49,2025-09-24 19:33:00,2025-09-24 20:07:00,0,24.12232,120.76663
DLV-20250924-04691,R-07,D-08,2025-09-24 12:48:00,2025-09-24 12:37:03,2025-09-24 12:22:00,2025-09-24 13:14:00,0,24.11379,120.72115
DLV-20250924-04692,R-07,D-10,2025-09-24 11:42:00,2025-09-24 11:38:10,2025-09-24 11:22:00,2025-09-24 12:02:00,0,24.08088,120.76999
DLV-20250924-04693,R-07,D-08,2025-09-24 19:14:00,2025-09-24 19:20:09,2025-09-24 18:45:00,2025-09-24 19:43:00,0,24.12398,120.75114
DLV-20250924-04694,R-07,D-10,2025-09-24 09:40:00,2025-09-24 09:33:26,2025-09-24 09:13:00,2025-09-24 10:07:00,0,24.11232,120.76189
DLV-20250924-04695,R-07,D-10,2025-09-24 10:57:00,2025-09-24 11:05:41,2025-09-24 10:33:00,2025-09-24 11:21:00,1,24.062,120.76895
DLV-20250924-04696,R-07,D-10,2025-09-24 17:13:00,2025-09-24 17:40:57,2025-09-24 16:44:00,2025-09-24 17:42:00,0,24.09853,120.7722
DLV-20250924-04697,R-07,D-08,2025-09-24 17:06:00,2025-09-24 16:53:44,2025-09-24 16:46:00,2025-09-24 17:26:00,0,24.09048,120.73636
DLV-20250924-04698,R-07,D-10,2025-09-24 09:11:00,2025-09-24 09:10:11,2025-09-24 08:44:00,2025-09-24 09:38:00,0,24.06439,120.73335
DLV-20250924-04699,R-07,D-08,2025-09-24 16:07:00,2025-09-24 16:01:01,2025-09-24 15:50:00,2025-09-24 16:24:00,0,24.05438,120.73786
DLV-20250924-04700,R-07,D-08,2025-09-24 10:52:00,2025-09-24 11:00:24,2025-09-24 10:22:00,2025-09-24 11:22:00,0,24.04952,120.75502
DLV-20250924-04701,R-07,D-10,2025-09-24 15:53:00,2025-09-24 15:48:35,2025-09-24 15:34:00,2025-09-24 16:12:00,0,24.10758,120.78502
DLV-20250924-04702,R-07,D-08,2025-09-24 09:55:00,2025-09-24 09:56:21,2025-09-24 09:33:00,2025-09-24 10:17:00,0,24.05749,120.79761
DLV-20250924-04703,R-07,D-10,2025-09-24 14:51:00,2025-09-24 14:48:06,2025-09-24 14:31:00,2025-09-24 15:11:00,0,24.11188,120.73674
DLV-20250924-04704,R-07,D-08,2025-09-24 15:28:00,2025-09-24 15:29:11,2025-09-24 14:58:00,2025-09-24 15:58:00,0,24.05386,120.78975
DLV-20250924-04705,R-08,D-06,2025-09-24 18:30:00,2025-09-24 18:31:27,2025-09-24 18:05:00,2025-09-24 18:55:00,0,24.32044,120.58513
DLV-20250924-04706,R-08,D-06,2025-09-24 13:36:00,2025-09-24 13:43:25,2025-09-24 13:13:00,2025-09-24 13:59:00,0,24.25758,120.63961
DLV-20250924-04707,R-08,D-06,2025-09-24 12:28:00,2025-09-24 12:16:32,2025-09-24 12:02:00,2025-09-24 12:54:00,0,24.27844,120.63753
DLV-20250924-04708,R-08,D-06,2025-09-24 19:51:00,2025-09-24 20:10:52,2025-09-24 19:32:00,2025-09-24 20:10:00,0,24.27585,120.63762
DLV-20250924-04709,R-08,D-09,2025-09-24 18:36:00,2025-09-24 19:00:48,2025-09-24 18:10:00,2025-09-24 19:02:00,0,24.31095,120.58824
DLV-20250924-04710,R-08,D-03,2025-09-24 14:47:00,2025-09-24 14:23:51,2025-09-24 14:25:00,2025-09-24 15:09:00,0,24.27755,120.60558
DLV-20250924-04711,R-08,D-06,2025-09-24 13:47:00,2025-09-24 13:57:24,2025-09-24 13:19:00,2025-09-24 14:15:00,0,24.25297,120.60946
DLV-20250924-04712,R-08,D-09,2025-09-24 15:48:00,2025-09-24 16:12:10,2025-09-24 15:33:00,2025-09-24 16:03:00,0,24.29357,120.62032
DLV-20250924-04713,R-08,D-03,2025-09-24 10:55:00,2025-09-24 10:27:48,2025-09-24 10:33:00,2025-09-24 11:17:00,0,24.27589,120.58484
DLV-20250924-04714,R-08,D-06,2025-09-24 14:32:00,2025-09-24 14:35:44,2025-09-24 14:08:00,2025-09-24 14:56:00,0,24.322,120.61015
DLV-20250924-04715,R-08,D-09,2025-09-24 12:54:00,2025-09-24 12:52:51,2025-09-24 12:33:00,2025-09-24 13:15:00,0,24.29625,120.59954
DLV-20250924-04716,R-08,D-09,2025-09-24 14:08:00,2025-09-24 14:06:05,2025-09-24 13:52:00,2025-09-24 14:24:00,0,24.27534,120.65045
DLV-20250924-04717,R-08,D-06,2025-09-24 16:54:00,2025-09-24 17:04:23,2025-09-24 16:35:00,2025-09-24 17:13:00,0,24.29283,120.5806
DLV-20250924-04718,R-08,D-09,2025-09-24 12:51:00,2025-09-24 12:55:46,2025-09-24 12:32:00,2025-09-24 13:10:00,0,24.2802,120.63321
DLV-20250924-04719,R-08,D-09,2025-09-24 19:24:00,2025-09-24 19:41:21,2025-09-24 18:57:00,2025-09-24 19:51:00,0,24.28702,120.63887
DLV-20250924-04720,R-08,D-06,2025-09-24 15:46:00,2025-09-24 15:27:10,2025-09-24 15:26:00,2025-09-24 16:06:00,0,24.32981,120.63061
DLV-20250924-04721,R-08,D-03,2025-09-24 12:43:00,2025-09-24 12:26:39,2025-09-24 12:20:00,2025-09-24 13:06:00,0,24.31059,120.64017
DLV-20250924-04722,R-08,D-09,2025-09-24 11:26:00,2025-09-24 11:19:56,2025-09-24 11:08:00,2025-09-24 11:44:00,0,24.31943,120.65344
DLV-20250924-04723,R-08,D-09,2025-09-24 11:11:00,2025-09-24 11:06:10,2025-09-24 10:54:00,2025-09-24 11:28:00,0,24.30702,120.59406
DLV-20250924-04724,R-08,D-09,2025-09-24 12:08:00,2025-09-24 11:38:52,2025-09-24 11:53:00,2025-09-24 12:23:00,0,24.31114,120.64842
DLV-20250924-04725,R-09,D-10,2025-09-24 12:43:00,2025-09-24 12:21:50,2025-09-24 12:25:00,2025-09-24 13:01:00,0,24.04884,120.68734
DLV-20250924-04726,R-09,D-10,2025-09-24 10:53:00,2025-09-24 10:41:24,2025-09-24 10:33:00,2025-09-24 11:13:00,0,24.0918,120.73103
DLV-20250924-04727,R-09,D-08,2025-09-24 10:16:00,2025-09-24 10:16:23,2025-09-24 09:54:00,2025-09-24 10:38:00,0,24.03797,120.67624
DLV-20250924-04728,R-09,D-08,2025-09-24 17:09:00,2025-09-24 17:05:07,2025-09-24 16:41:00,2025-09-24 17:37:00,0,24.04611,120.68422
DLV-20250924-04729,R-09,D-12,2025-09-24 09:19:00,2025-09-24 09:34:42,2025-09-24 08:52:00,2025-09-24 09:46:00,0,24.02802,120.72627
DLV-20250924-04730,R-09,D-12,2025-09-24 18:45:00,2025-09-24 18:48:52,2025-09-24 18:24:00,2025-09-24 19:06:00,0,24.07913,120.68933
DLV-20250924-04731,R-09,D-12,2025-09-24 15:11:00,2025-09-24 15:13:32,2025-09-24 14:43:00,2025-09-24 15:39:00,0,24.0451,120.68337
DLV-20250924-04732,R-09,D-12,2025-09-24 12:19:00,2025-09-24 12:15:25,2025-09-24 11:59:00,2025-09-24 12:39:00,0,24.06613,120.72808
DLV-20250924-04733,R-09,D-12,2025-09-24 16:11:00,2025-09-24 16:12:27,2025-09-24 15:47:00,2025-09-24 16:35:00,0,24.09463,120.71315
DLV-20250924-04734,R-09,D-10,2025-09-24 12:04:00,2025-09-24 11:56:51,2025-09-24 11:40:00,2025-09-24 12:28:00,0,24.02825,120.67262
DLV-20250924-04735,R-09,D-10,2025-09-24 11:32:00,2025-09-24 11:37:25,2025-09-24 11:17:00,2025-09-24 11:47:00,0,24.0366,120.73124
DLV-20250924-04736,R-09,D-10,2025-09-24 18:03:00,2025-09-24 17:48:20,2025-09-24 17:33:00,2025-09-24 18:33:00,0,24.02646,120.66722
DLV-20250924-04737,R-09,D-08,2025-09-24 13:54:00,2025-09-24 13:49:04,2025-09-24 13:38:00,2025-09-24 14:10:00,0,24.0276,120.71707
DLV-20250924-04738,R-09,D-12,2025-09-24 10:24:00,2025-09-24 10:17:02,2025-09-24 09:56:00,2025-09-24 10:52:00,0,24.05003,120.67431
DLV-20250924-04739,R-09,D-08,2025-09-24 17:17:00,2025-09-24 17:10:09,2025-09-24 17:00:00,2025-09-24 17:34:00,0,24.02021,120.71085
DLV-20250924-04740,R-09,D-10,2025-09-24 18:58:00,2025-09-24 19:24:58,2025-09-24 18:39:00,2025-09-24 19:17:00,0,24.06599,120.66608
DLV-20250924-04741,R-09,D-08,2025-09-24 19:00:00,2025-09-24 18:48:44,2025-09-24 18:43:00,2025-09-24 19:17:00,0,24.07849,120.72193
DLV-20250924-04742,R-09,D-12,2025-09-24 09:47:00,2025-09-24 09:45:56,2025-09-24 09:31:00,2025-09-24 10:03:00,0,24.05116,120.66049
DLV-20250924-04743,R-09,D-10,2025-09-24 18:01:00,2025-09-24 17:56:27,2025-09-24 17:36:00,2025-09-24 18:26:00,0,24.08634,120.70994
DLV-20250924-04744,R-09,D-12,2025-09-24 15:57:00,2025-09-24 16:08:05,2025-09-24 15:34:00,2025-09-24 16:20:00,0,24.02191,120.69111
DLV-20250925-04745,R-01,D-11,2025-09-25 17:18:00,2025-09-25 16:54:39,2025-09-25 16:53:00,2025-09-25 17:43:00,0,24.16489,120.66267
DLV-20250925-04746,R-01,D-01,2025-09-25 10:27:00,2025-09-25 10:12:43,2025-09-25 10:04:00,2025-09-25 10:50:00,0,24.11192,120.68699
DLV-20250925-04747,R-01,D-01,2025-09-25 14:17:00,2025-09-25 14:36:52,2025-09-25 13:54:00,2025-09-25 14:40:00,0,24.09612,120.6511
DLV-20250925-04748,R-01,D-01,2025-09-25 19:59:00,2025-09-25 20:20:52,2025-09-25 19:39:00,2025-09-25 20:19:00,0,24.12499,120.65851
DLV-20250925-04749,R-01,D-11,2025-09-25 19:01:00,2025-09-25 19:25:39,2025-09-25 18:46:00,2025-09-25 19:16:00,0,24.1297,120.65254
DLV-20250925-04750,R-01,D-11,2025-09-25 14:14:00,2025-09-25 14:29:53,2025-09-25 13:56:00,2025-09-25 14:32:00,0,24.10145,120.68141
DLV-20250925-04751,R-01,D-07,2025-09-25 14:16:00,2025-09-25 14:18:15,2025-09-25 13:56:00,2025-09-25 14:36:00,0,24.15567,120.65922
DLV-20250925-04752,R-01,D-01,2025-09-25 11:32:00,2025-09-25 11:27:35,2025-09-25 11:15:00,2025-09-25 11:49:00,0,24.14729,120.6488
DLV-20250925-04753,R-01,D-11,2025-09-25 19:22:00,2025-09-25 19:52:17,2025-09-25 18:55:00,2025-09-25 19:49:00,0,24.10462,120.71023
DLV-20250925-04754,R-01,D-07,2025-09-25 18:27:00,2025-09-25 19:23:30,2025-09-25 17:57:00,2025-09-25 18:57:00,0,24.17395,120.65587
DLV-20250925-04755,R-01,D-11,2025-09-25 18:04:00,2025-09-25 17:56:28,2025-09-25 17:42:00,2025-09-25 18:26:00,0,24.16047,120.70004
DLV-20250925-04756,R-01,D-01,2025-09-25 14:02:00,2025-09-25 14:18:09,2025-09-25 13:42:00,2025-09-25 14:22:00,0,24.14303,120.71013
DLV-20250925-04757,R-01,D-01,2025-09-25 17:14:00,2025-09-25 17:04:14,2025-09-25 16:58:00,2025-09-25 17:30:00,0,24.16953,120.72283
DLV-20250925-04758,R-01,D-11,2025-09-25 12:30:00,2025-09-25 12:29:38,2025-09-25 12:03:00,2025-09-25 12:57:00,0,24.11184,120.69172
DLV-20250925-04759,R-01,D-07,2025-09-25 11:53:00,2025-09-25 11:47:15,2025-09-25 11:38:00,2025-09-25 12:08:00,0,24.17383,120.68682
DLV-20250925-04760,R-01,D-11,2025-09-25 13:52:00,2025-09-25 14:04:36,2025-09-25 13:30:00,2025-09-25 14:14:00,0,24.14226,120.64874
DLV-20250925-04761,R-01,D-07,2025-09-25 09:21:00,2025-09-25 09:52:54,2025-09-25 08:58:00,2025-09-25 09:44:00,0,24.13589,120.68465
DLV-20250925-04762,R-01,D-01,2025-09-25 14:37:00,2025-09-25 14:33:48,2025-09-25 14:22:00,2025-09-25 14:52:00,0,24.10443,120.65502
DLV-20250925-04763,R-01,D-01,2025-09-25 16:31:00,2025-09-25 16:33:00,2025-09-25 16:15:00,2025-09-25 16:47:00,0,24.11812,120.68264
