銷售單號,SKU,客戶,出貨量,出貨日
SO-20250831-07616,S-1045,C-016,6,2025-08-31
SO-20250831-07617,S-1047,C-025,4,2025-08-31
SO-20250831-07618,S-1048,C-035,4,2025-08-31
SO-20250831-07619,S-1048,C-002,1,2025-08-31
SO-20250831-07620,S-1048,C-008,4,2025-08-31
SO-20250901-07621,S-1001,C-023,5,2025-09-01
SO-20250901-07622,S-1001,C-038,5,2025-09-01
SO-20250901-07623,S-1001,C-017,2,2025-09-01
SO-20250901-07624,S-1002,C-025,2,2025-09-01
SO-20250901-07625,S-1002,C-031,4,2025-09-01
SO-20250901-07626,S-1002,C-023,5,2025-09-01
SO-20250901-07627,S-1002,C-037,5,2025-09-01
SO-20250901-07628,S-1002,C-002,3,2025-09-01
SO-20250901-07629,S-1002,C-026,6,2025-09-01
SO-20250901-07630,S-1002,C-004,3,2025-09-01
SO-20250901-07631,S-1002,C-039,6,2025-09-01
SO-20250901-07632,S-1002,C-019,3,2025-09-01
SO-20250901-07633,S-1002,C-015,1,2025-09-01
SO-20250901-07634,S-1003,C-013,2,2025-09-01
SO-20250901-07635,S-1005,C-009,3,2025-09-01
SO-20250901-07636,S-1012,C-019,3,2025-09-01
SO-20250901-07637,S-1012,C-021,3,2025-09-01
SO-20250901-07638,S-1013,C-009,2,2025-09-01
SO-20250901-07639,S-1014,C-024,1,2025-09-01
SO-20250901-07640,S-1014,C-011,1,2025-09-01
SO-20250901-07641,S-1016,C-031,7,2025-09-01
SO-20250901-07642,S-1017,C-022,3,2025-09-01
SO-20250901-07643,S-1017,C-005,4,2025-09-01
SO-20250901-07644,S-1019,C-026,8,2025-09-01
SO-20250901-07645,S-1019,C-024,7,2025-09-01
SO-20250901-07646,S-1019,C-006,3,2025-09-01
SO-20250901-07647,S-1019,C-035,4,2025-09-01
SO-20250901-07648,S-1020,C-017,5,2025-09-01
SO-20250901-07649,S-1021,C-024,1,2025-09-01
SO-20250901-07650,S-1021,C-007,2,2025-09-01
SO-20250901-07651,S-1021,C-040,2,2025-09-01
SO-20250901-07652,S-1021,C-036,1,2025-09-01
SO-20250901-07653,S-1022,C-005,6,2025-09-01
SO-20250901-07654,S-1022,C-020,2,2025-09-01
SO-20250901-07655,S-1024,C-003,3,2025-09-01
SO-20250901-07656,S-1024,C-032,5,2025-09-01
SO-20250901-07657,S-1024,C-008,3,2025-09-01
SO-20250901-07658,S-1025,C-009,6,2025-09-01
SO-20250901-07659,S-1026,C-035,5,2025-09-01
SO-20250901-07660,S-1026,C-010,1,2025-09-01
SO-20250901-07661,S-1028,C-032,2,2025-09-01
SO-20250901-07662,S-1028,C-018,1,2025-09-01
SO-20250901-07663,S-1028,C-003,1,2025-09-01
SO-20250901-07664,S-1029,C-029,2,2025-09-01
SO-20250901-07665,S-1030,C-007,2,2025-09-01
SO-20250901-07666,S-1030,C-023,5,2025-09-01
SO-20250901-07667,S-1030,C-004,3,2025-09-01
SO-20250901-07668,S-1030,C-008,2,2025-09-01
SO-20250901-07669,S-1032,C-006,2,2025-09-01
SO-20250901-07670,S-1033,C-039,1,2025-09-01
SO-20250901-07671,S-1034,C-022,3,2025-09-01
SO-20250901-07672,S-1034,C-037,4,2025-09-01
SO-20250901-07673,S-1035,C-036,5,2025-09-01
SO-20250901-07674,S-1035,C-014,7,2025-09-01
SO-20250901-07675,S-1035,C-015,1,2025-09-01
SO-20250901-07676,S-1037,C-039,4,2025-09-01
SO-20250901-07677,S-1038,C-010,4,2025-09-01
SO-20250901-07678,S-1038,C-012,6,2025-09-01
SO-20250901-07679,S-1038,C-008,3,2025-09-01
SO-20250901-07680,S-1039,C-001,3,2025-09-01
SO-20250901-07681,S-1041,C-017,3,2025-09-01
SO-20250901-07682,S-1042,C-034,7,2025-09-01
SO-20250901-07683,S-1042,C-008,5,2025-09-01
SO-20250901-07684,S-1043,C-024,1,2025-09-01
SO-20250901-07685,S-1044,C-033,3,2025-09-01
SO-20250901-07686,S-1044,C-034,4,2025-09-01
SO-20250901-07687,S-1045,C-002,3,2025-09-01
SO-20250901-07688,S-1045,C-004,6,2025-09-01
SO-20250901-07689,S-1045,C-028,7,2025-09-01
SO-20250901-07690,S-1045,C-007,3,2025-09-01
SO-20250901-07691,S-1047,C-039,4,2025-09-01
SO-20250901-07692,S-1047,C-010,4,2025-09-01
SO-20250901-07693,S-1048,C-038,4,2025-09-01
SO-20250901-07694,S-1048,C-039,2,2025-09-01
SO-20250901-07695,S-1048,C-034,3,2025-09-01
SO-20250901-07696,S-1048,C-028,3,2025-09-01
SO-20250901-07697,S-1048,C-007,6,2025-09-01
SO-20250901-07698,S-1048,C-036,4,2025-09-01
SO-20250901-07699,S-1049,C-029,3,2025-09-01
SO-20250902-07700,S-1001,C-030,2,2025-09-02
SO-20250902-07701,S-1001,C-021,1,2025-09-02
SO-20250902-07702,S-1001,C-028,5,2025-09-02
SO-20250902-07703,S-1001,C-010,3,2025-09-02
SO-20250902-07704,S-1002,C-006,3,2025-09-02
SO-20250902-07705,S-1002,C-006,1,2025-09-02
SO-20250902-07706,S-1002,C-024,4,2025-09-02
SO-20250902-07707,S-1002,C-009,4,2025-09-02
SO-20250902-07708,S-1002,C-036,1,2025-09-02
SO-20250902-07709,S-1002,C-036,3,2025-09-02
SO-20250902-07710,S-1003,C-023,4,2025-09-02
SO-20250902-07711,S-1003,C-028,7,2025-09-02
SO-20250902-07712,S-1005,C-019,1,2025-09-02
SO-20250902-07713,S-1005,C-037,2,2025-09-02
SO-20250902-07714,S-1005,C-033,2,2025-09-02
SO-20250902-07715,S-1005,C-015,4,2025-09-02
SO-20250902-07716,S-1005,C-007,6,2025-09-02
SO-20250902-07717,S-1008,C-015,5,2025-09-02
SO-20250902-07718,S-1008,C-040,5,2025-09-02
SO-20250902-07719,S-1011,C-018,8,2025-09-02
SO-20250902-07720,S-1012,C-020,5,2025-09-02
SO-20250902-07721,S-1012,C-022,4,2025-09-02
SO-20250902-07722,S-1014,C-005,5,2025-09-02
SO-20250902-07723,S-1014,C-010,6,2025-09-02
SO-20250902-07724,S-1015,C-006,1,2025-09-02
SO-20250902-07725,S-1016,C-027,2,2025-09-02
SO-20250902-07726,S-1017,C-020,4,2025-09-02
SO-20250902-07727,S-1020,C-004,3,2025-09-02
SO-20250902-07728,S-1021,C-004,6,2025-09-02
SO-20250902-07729,S-1021,C-028,3,2025-09-02
SO-20250902-07730,S-1021,C-032,2,2025-09-02
SO-20250902-07731,S-1021,C-014,2,2025-09-02
SO-20250902-07732,S-1021,C-033,2,2025-09-02
SO-20250902-07733,S-1022,C-019,5,2025-09-02
SO-20250902-07734,S-1022,C-034,2,2025-09-02
SO-20250902-07735,S-1022,C-020,1,2025-09-02
SO-20250902-07736,S-1022,C-039,5,2025-09-02
SO-20250902-07737,S-1022,C-004,4,2025-09-02
SO-20250902-07738,S-1022,C-014,5,2025-09-02
SO-20250902-07739,S-1023,C-019,4,2025-09-02
SO-20250902-07740,S-1026,C-025,3,2025-09-02
SO-20250902-07741,S-1026,C-035,2,2025-09-02
SO-20250902-07742,S-1026,C-023,3,2025-09-02
SO-20250902-07743,S-1028,C-003,5,2025-09-02
SO-20250902-07744,S-1028,C-005,1,2025-09-02
SO-20250902-07745,S-1028,C-021,4,2025-09-02
SO-20250902-07746,S-1028,C-027,1,2025-09-02
SO-20250902-07747,S-1030,C-021,5,2025-09-02
SO-20250902-07748,S-1031,C-030,8,2025-09-02
SO-20250902-07749,S-1032,C-006,1,2025-09-02
SO-20250902-07750,S-1033,C-028,4,2025-09-02
SO-20250902-07751,S-1035,C-022,2,2025-09-02
SO-20250902-07752,S-1036,C-005,4,2025-09-02
SO-20250902-07753,S-1036,C-033,7,2025-09-02
SO-20250902-07754,S-1039,C-023,7,2025-09-02
SO-20250902-07755,S-1039,C-010,3,2025-09-02
SO-20250902-07756,S-1042,C-005,4,2025-09-02
SO-20250902-07757,S-1042,C-012,6,2025-09-02
SO-20250902-07758,S-1042,C-030,6,2025-09-02
SO-20250902-07759,S-1043,C-029,4,2025-09-02
SO-20250902-07760,S-1045,C-040,1,2025-09-02
SO-20250902-07761,S-1047,C-031,3,2025-09-02
SO-20250902-07762,S-1047,C-029,5,2025-09-02
SO-20250902-07763,S-1047,C-038,1,2025-09-02
SO-20250902-07764,S-1047,C-004,1,2025-09-02
SO-20250902-07765,S-1047,C-030,3,2025-09-02
SO-20250902-07766,S-1048,C-019,3,2025-09-02
SO-20250902-07767,S-1048,C-005,4,2025-09-02
SO-20250902-07768,S-1048,C-006,1,2025-09-02
SO-20250902-07769,S-1048,C-040,1,2025-09-02
SO-20250902-07770,S-1048,C-038,2,2025-09-02
SO-20250902-07771,S-1049,C-003,1,2025-09-02
SO-20250903-07772,S-1002,C-031,2,2025-09-03
SO-20250903-07773,S-1002,C-033,2,2025-09-03
SO-20250903-07774,S-1002,C-007,4,2025-09-03
SO-20250903-07775,S-1002,C-022,4,2025-09-03
SO-20250903-07776,S-1002,C-012,4,2025-09-03
SO-20250903-07777,S-1003,C-029,7,2025-09-03
SO-20250903-07778,S-1003,C-034,4,2025-09-03
SO-20250903-07779,S-1004,C-024,3,2025-09-03
SO-20250903-07780,S-1005,C-022,3,2025-09-03
SO-20250903-07781,S-1005,C-022,3,2025-09-03
SO-20250903-07782,S-1005,C-005,3,2025-09-03
SO-20250903-07783,S-1005,C-025,2,2025-09-03
SO-20250903-07784,S-1005,C-019,6,2025-09-03
SO-20250903-07785,S-1006,C-039,7,2025-09-03
SO-20250903-07786,S-1012,C-039,3,2025-09-03
SO-20250903-07787,S-1012,C-006,2,2025-09-03
SO-20250903-07788,S-1012,C-022,3,2025-09-03
SO-20250903-07789,S-1013,C-034,5,2025-09-03
SO-20250903-07790,S-1015,C-033,5,2025-09-03
SO-20250903-07791,S-1015,C-012,2,2025-09-03
SO-20250903-07792,S-1016,C-032,5,2025-09-03
SO-20250903-07793,S-1016,C-013,3,2025-09-03
SO-20250903-07794,S-1017,C-005,5,2025-09-03
SO-20250903-07795,S-1017,C-033,3,2025-09-03
SO-20250903-07796,S-1018,C-034,4,2025-09-03
SO-20250903-07797,S-1020,C-040,4,2025-09-03
SO-20250903-07798,S-1020,C-011,5,2025-09-03
SO-20250903-07799,S-1021,C-040,5,2025-09-03
SO-20250903-07800,S-1021,C-011,6,2025-09-03
SO-20250903-07801,S-1021,C-024,3,2025-09-03
SO-20250903-07802,S-1021,C-016,3,2025-09-03
SO-20250903-07803,S-1022,C-029,3,2025-09-03
SO-20250903-07804,S-1022,C-031,4,2025-09-03
SO-20250903-07805,S-1022,C-013,5,2025-09-03
SO-20250903-07806,S-1022,C-029,1,2025-09-03
SO-20250903-07807,S-1022,C-030,7,2025-09-03
SO-20250903-07808,S-1022,C-033,4,2025-09-03
SO-20250903-07809,S-1022,C-034,1,2025-09-03
SO-20250903-07810,S-1022,C-013,2,2025-09-03
SO-20250903-07811,S-1023,C-017,4,2025-09-03
SO-20250903-07812,S-1023,C-004,2,2025-09-03
SO-20250903-07813,S-1026,C-034,3,2025-09-03
SO-20250903-07814,S-1026,C-011,4,2025-09-03
SO-20250903-07815,S-1028,C-010,8,2025-09-03
SO-20250903-07816,S-1029,C-015,3,2025-09-03
SO-20250903-07817,S-1030,C-002,1,2025-09-03
SO-20250903-07818,S-1030,C-024,2,2025-09-03
SO-20250903-07819,S-1030,C-016,5,2025-09-03
SO-20250903-07820,S-1033,C-007,5,2025-09-03
SO-20250903-07821,S-1033,C-010,5,2025-09-03
SO-20250903-07822,S-1035,C-031,5,2025-09-03
SO-20250903-07823,S-1035,C-031,3,2025-09-03
SO-20250903-07824,S-1035,C-029,2,2025-09-03
SO-20250903-07825,S-1038,C-010,4,2025-09-03
SO-20250903-07826,S-1038,C-034,1,2025-09-03
SO-20250903-07827,S-1039,C-016,1,2025-09-03
SO-20250903-07828,S-1040,C-027,3,2025-09-03
SO-20250903-07829,S-1040,C-040,4,2025-09-03
SO-20250903-07830,S-1042,C-002,6,2025-09-03
SO-20250903-07831,S-1042,C-033,2,2025-09-03
SO-20250903-07832,S-1044,C-023,3,2025-09-03
SO-20250903-07833,S-1045,C-006,4,2025-09-03
SO-20250903-07834,S-1045,C-034,6,2025-09-03
SO-20250903-07835,S-1046,C-034,3,2025-09-03
SO-20250903-07836,S-1046,C-033,1,2025-09-03
SO-20250903-07837,S-1047,C-031,2,2025-09-03
SO-20250903-07838,S-1048,C-024,5,2025-09-03
SO-20250903-07839,S-1048,C-017,4,2025-09-03
SO-20250903-07840,S-1048,C-005,3,2025-09-03
SO-20250904-07841,S-1001,C-022,1,2025-09-04
SO-20250904-07842,S-1001,C-009,1,2025-09-04
SO-20250904-07843,S-1001,C-012,6,2025-09-04
SO-20250904-07844,S-1001,C-030,4,2025-09-04
SO-20250904-07845,S-1001,C-012,6,2025-09-04
SO-20250904-07846,S-1002,C-030,4,2025-09-04
SO-20250904-07847,S-1002,C-003,3,2025-09-04
SO-20250904-07848,S-1002,C-013,3,2025-09-04
SO-20250904-07849,S-1003,C-020,5,2025-09-04
SO-20250904-07850,S-1003,C-033,2,2025-09-04
SO-20250904-07851,S-1003,C-031,1,2025-09-04
SO-20250904-07852,S-1004,C-013,3,2025-09-04
SO-20250904-07853,S-1004,C-019,7,2025-09-04
SO-20250904-07854,S-1005,C-022,6,2025-09-04
SO-20250904-07855,S-1006,C-028,7,2025-09-04
SO-20250904-07856,S-1009,C-012,2,2025-09-04
SO-20250904-07857,S-1011,C-006,6,2025-09-04
SO-20250904-07858,S-1011,C-028,2,2025-09-04
SO-20250904-07859,S-1012,C-012,5,2025-09-04
SO-20250904-07860,S-1012,C-006,2,2025-09-04
SO-20250904-07861,S-1012,C-021,3,2025-09-04
SO-20250904-07862,S-1014,C-029,2,2025-09-04
SO-20250904-07863,S-1016,C-023,4,2025-09-04
SO-20250904-07864,S-1017,C-004,2,2025-09-04
SO-20250904-07865,S-1018,C-024,5,2025-09-04
SO-20250904-07866,S-1020,C-039,4,2025-09-04
SO-20250904-07867,S-1021,C-009,3,2025-09-04
SO-20250904-07868,S-1021,C-005,2,2025-09-04
SO-20250904-07869,S-1021,C-024,4,2025-09-04
SO-20250904-07870,S-1022,C-039,2,2025-09-04
SO-20250904-07871,S-1022,C-010,5,2025-09-04
SO-20250904-07872,S-1022,C-024,1,2025-09-04
SO-20250904-07873,S-1022,C-029,1,2025-09-04
SO-20250904-07874,S-1022,C-034,4,2025-09-04
SO-20250904-07875,S-1022,C-024,1,2025-09-04
SO-20250904-07876,S-1022,C-016,1,2025-09-04
SO-20250904-07877,S-1022,C-008,5,2025-09-04
SO-20250904-07878,S-1023,C-034,4,2025-09-04
SO-20250904-07879,S-1023,C-017,2,2025-09-04
SO-20250904-07880,S-1024,C-014,4,2025-09-04
SO-20250904-07881,S-1024,C-040,1,2025-09-04
SO-20250904-07882,S-1024,C-032,3,2025-09-04
SO-20250904-07883,S-1024,C-013,8,2025-09-04
SO-20250904-07884,S-1024,C-029,6,2025-09-04
SO-20250904-07885,S-1024,C-012,6,2025-09-04
SO-20250904-07886,S-1025,C-006,2,2025-09-04
SO-20250904-07887,S-1026,C-021,1,2025-09-04
SO-20250904-07888,S-1026,C-036,2,2025-09-04
SO-20250904-07889,S-1026,C-035,1,2025-09-04
SO-20250904-07890,S-1026,C-011,3,2025-09-04
SO-20250904-07891,S-1026,C-012,5,2025-09-04
SO-20250904-07892,S-1029,C-009,4,2025-09-04
SO-20250904-07893,S-1030,C-024,6,2025-09-04
SO-20250904-07894,S-1030,C-036,2,2025-09-04
SO-20250904-07895,S-1032,C-005,7,2025-09-04
SO-20250904-07896,S-1034,C-027,3,2025-09-04
SO-20250904-07897,S-1034,C-037,1,2025-09-04
SO-20250904-07898,S-1034,C-005,8,2025-09-04
SO-20250904-07899,S-1034,C-029,6,2025-09-04
SO-20250904-07900,S-1034,C-009,1,2025-09-04
SO-20250904-07901,S-1034,C-036,4,2025-09-04
SO-20250904-07902,S-1034,C-009,3,2025-09-04
SO-20250904-07903,S-1035,C-004,1,2025-09-04
SO-20250904-07904,S-1035,C-008,5,2025-09-04
SO-20250904-07905,S-1036,C-011,3,2025-09-04
SO-20250904-07906,S-1038,C-019,1,2025-09-04
SO-20250904-07907,S-1038,C-006,7,2025-09-04
SO-20250904-07908,S-1038,C-036,3,2025-09-04
SO-20250904-07909,S-1039,C-040,3,2025-09-04
SO-20250904-07910,S-1039,C-035,6,2025-09-04
SO-20250904-07911,S-1040,C-038,5,2025-09-04
SO-20250904-07912,S-1040,C-040,5,2025-09-04
SO-20250904-07913,S-1040,C-039,3,2025-09-04
SO-20250904-07914,S-1042,C-006,7,2025-09-04
SO-20250904-07915,S-1042,C-003,5,2025-09-04
SO-20250904-07916,S-1042,C-017,7,2025-09-04
SO-20250904-07917,S-1042,C-014,2,2025-09-04
SO-20250904-07918,S-1042,C-002,4,2025-09-04
SO-20250904-07919,S-1045,C-031,2,2025-09-04
SO-20250904-07920,S-1045,C-016,8,2025-09-04
SO-20250904-07921,S-1046,C-020,1,2025-09-04
SO-20250904-07922,S-1046,C-011,1,2025-09-04
SO-20250904-07923,S-1047,C-014,1,2025-09-04
SO-20250904-07924,S-1047,C-022,4,2025-09-04
SO-20250904-07925,S-1048,C-021,2,2025-09-04
SO-20250904-07926,S-1048,C-026,3,2025-09-04
SO-20250904-07927,S-1050,C-036,5,2025-09-04
SO-20250905-07928,S-1001,C-008,4,2025-09-05
SO-20250905-07929,S-1001,C-007,3,2025-09-05
SO-20250905-07930,S-1001,C-004,5,2025-09-05
SO-20250905-07931,S-1001,C-040,3,2025-09-05
SO-20250905-07932,S-1002,C-011,1,2025-09-05
SO-20250905-07933,S-1002,C-021,6,2025-09-05
SO-20250905-07934,S-1002,C-013,6,2025-09-05
SO-20250905-07935,S-1002,C-011,2,2025-09-05
SO-20250905-07936,S-1002,C-032,1,2025-09-05
SO-20250905-07937,S-1002,C-020,4,2025-09-05
SO-20250905-07938,S-1003,C-026,4,2025-09-05
SO-20250905-07939,S-1003,C-014,1,2025-09-05
SO-20250905-07940,S-1004,C-019,3,2025-09-05
SO-20250905-07941,S-1005,C-031,1,2025-09-05
SO-20250905-07942,S-1005,C-019,4,2025-09-05
SO-20250905-07943,S-1005,C-028,1,2025-09-05
SO-20250905-07944,S-1006,C-024,5,2025-09-05
SO-20250905-07945,S-1008,C-026,2,2025-09-05
SO-20250905-07946,S-1009,C-024,4,2025-09-05
SO-20250905-07947,S-1011,C-018,1,2025-09-05
SO-20250905-07948,S-1011,C-040,3,2025-09-05
SO-20250905-07949,S-1012,C-007,3,2025-09-05
SO-20250905-07950,S-1014,C-010,1,2025-09-05
SO-20250905-07951,S-1014,C-013,8,2025-09-05
SO-20250905-07952,S-1014,C-003,2,2025-09-05
SO-20250905-07953,S-1016,C-022,4,2025-09-05
SO-20250905-07954,S-1016,C-010,4,2025-09-05
SO-20250905-07955,S-1019,C-011,2,2025-09-05
SO-20250905-07956,S-1020,C-020,1,2025-09-05
SO-20250905-07957,S-1020,C-038,5,2025-09-05
SO-20250905-07958,S-1020,C-035,2,2025-09-05
SO-20250905-07959,S-1021,C-031,1,2025-09-05
SO-20250905-07960,S-1021,C-002,4,2025-09-05
SO-20250905-07961,S-1021,C-027,1,2025-09-05
SO-20250905-07962,S-1021,C-038,6,2025-09-05
SO-20250905-07963,S-1021,C-002,2,2025-09-05
SO-20250905-07964,S-1021,C-039,8,2025-09-05
SO-20250905-07965,S-1023,C-037,4,2025-09-05
SO-20250905-07966,S-1023,C-015,1,2025-09-05
SO-20250905-07967,S-1024,C-011,1,2025-09-05
SO-20250905-07968,S-1024,C-025,1,2025-09-05
SO-20250905-07969,S-1024,C-010,3,2025-09-05
SO-20250905-07970,S-1026,C-013,1,2025-09-05
SO-20250905-07971,S-1026,C-002,2,2025-09-05
SO-20250905-07972,S-1028,C-033,2,2025-09-05
SO-20250905-07973,S-1028,C-040,4,2025-09-05
SO-20250905-07974,S-1029,C-004,2,2025-09-05
SO-20250905-07975,S-1029,C-036,3,2025-09-05
SO-20250905-07976,S-1032,C-012,2,2025-09-05
SO-20250905-07977,S-1033,C-035,1,2025-09-05
SO-20250905-07978,S-1034,C-017,1,2025-09-05
SO-20250905-07979,S-1034,C-040,6,2025-09-05
SO-20250905-07980,S-1036,C-020,3,2025-09-05
SO-20250905-07981,S-1036,C-019,5,2025-09-05
SO-20250905-07982,S-1040,C-018,1,2025-09-05
SO-20250905-07983,S-1040,C-019,2,2025-09-05
SO-20250905-07984,S-1041,C-025,6,2025-09-05
SO-20250905-07985,S-1042,C-023,2,2025-09-05
SO-20250905-07986,S-1042,C-019,7,2025-09-05
SO-20250905-07987,S-1042,C-003,2,2025-09-05
SO-20250905-07988,S-1043,C-023,7,2025-09-05
SO-20250905-07989,S-1044,C-031,2,2025-09-05
SO-20250905-07990,S-1044,C-018,4,2025-09-05
SO-20250905-07991,S-1044,C-036,7,2025-09-05
SO-20250905-07992,S-1044,C-040,3,2025-09-05
SO-20250905-07993,S-1044,C-038,2,2025-09-05
SO-20250905-07994,S-1045,C-034,4,2025-09-05
SO-20250905-07995,S-1045,C-007,4,2025-09-05
SO-20250905-07996,S-1046,C-007,1,2025-09-05
SO-20250905-07997,S-1046,C-009,5,2025-09-05
SO-20250905-07998,S-1047,C-011,4,2025-09-05
SO-20250905-07999,S-1047,C-031,1,2025-09-05
SO-20250905-08000,S-1047,C-031,6,2025-09-05
SO-20250905-08001,S-1048,C-019,1,2025-09-05
SO-20250905-08002,S-1050,C-037,4,2025-09-05
SO-20250906-08003,S-1001,C-003,4,2025-09-06
SO-20250906-08004,S-1001,C-012,7,2025-09-06
SO-20250906-08005,S-1003,C-026,4,2025-09-06
SO-20250906-08006,S-1003,C-032,3,2025-09-06
SO-20250906-08007,S-1003,C-019,5,2025-09-06
SO-20250906-08008,S-1003,C-003,7,2025-09-06
SO-20250906-08009,S-1004,C-007,4,2025-09-06
SO-20250906-08010,S-1004,C-030,5,2025-09-06
SO-20250906-08011,S-1004,C-035,3,2025-09-06
SO-20250906-08012,S-1006,C-018,5,2025-09-06
SO-20250906-08013,S-1008,C-011,4,2025-09-06
SO-20250906-08014,S-1011,C-022,3,2025-09-06
SO-20250906-08015,S-1011,C-013,4,2025-09-06
SO-20250906-08016,S-1013,C-026,7,2025-09-06
SO-20250906-08017,S-1014,C-006,1,2025-09-06
SO-20250906-08018,S-1014,C-009,3,2025-09-06
SO-20250906-08019,S-1014,C-031,4,2025-09-06
SO-20250906-08020,S-1016,C-018,3,2025-09-06
SO-20250906-08021,S-1016,C-022,5,2025-09-06
SO-20250906-08022,S-1017,C-001,7,2025-09-06
SO-20250906-08023,S-1019,C-030,4,2025-09-06
SO-20250906-08024,S-1019,C-020,6,2025-09-06
SO-20250906-08025,S-1019,C-020,5,2025-09-06
SO-20250906-08026,S-1020,C-019,2,2025-09-06
SO-20250906-08027,S-1020,C-024,1,2025-09-06
SO-20250906-08028,S-1020,C-009,2,2025-09-06
SO-20250906-08029,S-1021,C-039,1,2025-09-06
SO-20250906-08030,S-1021,C-024,4,2025-09-06
SO-20250906-08031,S-1022,C-031,5,2025-09-06
SO-20250906-08032,S-1023,C-014,1,2025-09-06
SO-20250906-08033,S-1024,C-039,1,2025-09-06
SO-20250906-08034,S-1024,C-029,4,2025-09-06
SO-20250906-08035,S-1024,C-034,3,2025-09-06
SO-20250906-08036,S-1024,C-037,3,2025-09-06
SO-20250906-08037,S-1026,C-033,6,2025-09-06
SO-20250906-08038,S-1026,C-011,4,2025-09-06
SO-20250906-08039,S-1026,C-021,6,2025-09-06
SO-20250906-08040,S-1026,C-014,5,2025-09-06
SO-20250906-08041,S-1026,C-038,2,2025-09-06
SO-20250906-08042,S-1026,C-029,1,2025-09-06
SO-20250906-08043,S-1028,C-033,1,2025-09-06
SO-20250906-08044,S-1028,C-036,1,2025-09-06
SO-20250906-08045,S-1029,C-002,1,2025-09-06
SO-20250906-08046,S-1030,C-014,1,2025-09-06
SO-20250906-08047,S-1030,C-038,6,2025-09-06
SO-20250906-08048,S-1033,C-004,1,2025-09-06
SO-20250906-08049,S-1034,C-031,3,2025-09-06
SO-20250906-08050,S-1034,C-009,6,2025-09-06
SO-20250906-08051,S-1035,C-027,4,2025-09-06
SO-20250906-08052,S-1035,C-024,1,2025-09-06
SO-20250906-08053,S-1035,C-025,5,2025-09-06
SO-20250906-08054,S-1036,C-035,1,2025-09-06
SO-20250906-08055,S-1036,C-009,6,2025-09-06
SO-20250906-08056,S-1039,C-034,6,2025-09-06
SO-20250906-08057,S-1040,C-001,7,2025-09-06
SO-20250906-08058,S-1040,C-030,4,2025-09-06
SO-20250906-08059,S-1040,C-035,1,2025-09-06
SO-20250906-08060,S-1040,C-015,2,2025-09-06
SO-20250906-08061,S-1042,C-018,5,2025-09-06
SO-20250906-08062,S-1042,C-008,5,2025-09-06
SO-20250906-08063,S-1043,C-040,6,2025-09-06
SO-20250906-08064,S-1043,C-002,4,2025-09-06
SO-20250906-08065,S-1043,C-039,4,2025-09-06
SO-20250906-08066,S-1044,C-004,6,2025-09-06
SO-20250906-08067,S-1044,C-016,4,2025-09-06
SO-20250906-08068,S-1044,C-015,3,2025-09-06
SO-20250906-08069,S-1047,C-019,4,2025-09-06
SO-20250906-08070,S-1048,C-037,4,2025-09-06
SO-20250906-08071,S-1048,C-021,8,2025-09-06
SO-20250906-08072,S-1048,C-021,1,2025-09-06
SO-20250906-08073,S-1050,C-034,8,2025-09-06
SO-20250907-08074,S-1001,C-004,5,2025-09-07
SO-20250907-08075,S-1001,C-012,1,2025-09-07
SO-20250907-08076,S-1001,C-028,3,2025-09-07
SO-20250907-08077,S-1002,C-023,3,2025-09-07
SO-20250907-08078,S-1002,C-034,6,2025-09-07
SO-20250907-08079,S-1002,C-021,2,2025-09-07
SO-20250907-08080,S-1003,C-020,2,2025-09-07
SO-20250907-08081,S-1003,C-031,1,2025-09-07
SO-20250907-08082,S-1004,C-010,4,2025-09-07
SO-20250907-08083,S-1004,C-030,5,2025-09-07
SO-20250907-08084,S-1005,C-027,2,2025-09-07
SO-20250907-08085,S-1005,C-016,2,2025-09-07
SO-20250907-08086,S-1005,C-017,3,2025-09-07
SO-20250907-08087,S-1005,C-029,4,2025-09-07
SO-20250907-08088,S-1005,C-024,6,2025-09-07
SO-20250907-08089,S-1006,C-013,5,2025-09-07
SO-20250907-08090,S-1006,C-039,5,2025-09-07
SO-20250907-08091,S-1010,C-036,7,2025-09-07
SO-20250907-08092,S-1011,C-022,5,2025-09-07
SO-20250907-08093,S-1011,C-014,2,2025-09-07
SO-20250907-08094,S-1012,C-008,8,2025-09-07
SO-20250907-08095,S-1012,C-031,2,2025-09-07
SO-20250907-08096,S-1012,C-014,6,2025-09-07
SO-20250907-08097,S-1014,C-021,4,2025-09-07
SO-20250907-08098,S-1015,C-035,2,2025-09-07
SO-20250907-08099,S-1016,C-024,2,2025-09-07
SO-20250907-08100,S-1019,C-031,7,2025-09-07
SO-20250907-08101,S-1019,C-014,4,2025-09-07
SO-20250907-08102,S-1019,C-024,2,2025-09-07
SO-20250907-08103,S-1019,C-015,3,2025-09-07
SO-20250907-08104,S-1019,C-010,4,2025-09-07
SO-20250907-08105,S-1020,C-038,4,2025-09-07
SO-20250907-08106,S-1020,C-010,2,2025-09-07
SO-20250907-08107,S-1020,C-013,3,2025-09-07
SO-20250907-08108,S-1021,C-016,5,2025-09-07
SO-20250907-08109,S-1021,C-022,1,2025-09-07
SO-20250907-08110,S-1022,C-032,3,2025-09-07
SO-20250907-08111,S-1022,C-030,7,2025-09-07
SO-20250907-08112,S-1022,C-011,5,2025-09-07
SO-20250907-08113,S-1022,C-009,7,2025-09-07
SO-20250907-08114,S-1023,C-035,1,2025-09-07
